modelo,tipo_cola,tamano_cola,capacidad_total,corrida,lambda,mu,lambda_sobre_mu,L,Lq,W,Wq,utilizacion,prob_denegacion,llegadas,aceptados,denegados,completados
MM1,finita_5,5,6,10,2.5,10.0,0.25,0.2919712311687468,0.05309739122347144,0.12530954127414026,0.02278857992423667,0.23887383994527536,0.0,466,466,0,466
MM1,finita_5,5,6,1,5.0,10.0,0.5,0.8983353875082933,0.41510306181122913,0.1747699300813584,0.08083798672078464,0.4832323256970642,0.005802707930367505,1034,1028,6,1027
MM1,finita_5,5,6,2,5.0,10.0,0.5,0.8571435215410506,0.3896432882201213,0.17510592881328915,0.079600263170607,0.4675002333209292,0.00508130081300813,984,979,5,979
MM1,finita_5,5,6,3,5.0,10.0,0.5,1.0477693019442946,0.5321481352099366,0.20457113400979515,0.10384345996551264,0.5156211667343581,0.008712487899322363,1033,1024,9,1023
MM1,finita_5,5,6,4,5.0,10.0,0.5,0.9863096991979914,0.48696961010936646,0.20315338809433398,0.1003027003314864,0.4993400890886251,0.01120162932790224,982,971,11,971
MM1,finita_5,5,6,5,5.0,10.0,0.5,1.077398755715321,0.5553515916281464,0.21225107027158893,0.1092986966415988,0.522047164087175,0.0087890625,1024,1015,9,1013
MM1,finita_5,5,6,6,5.0,10.0,0.5,1.0447931288699341,0.5107251913427001,0.21344088434523673,0.10433609629064354,0.5340679375272341,0.007099391480730223,986,979,7,979
MM1,finita_5,5,6,7,5.0,10.0,0.5,0.9754261039256724,0.47182570390620976,0.20049868528790799,0.09698370070014589,0.5036004000194627,0.02014098690835851,993,973,20,973
MM1,finita_5,5,6,8,5.0,10.0,0.5,0.8723043525582601,0.3806543580266768,0.17551395423707447,0.0765904140898746,0.49164999453158337,0.0010050251256281408,995,994,1,994
MM1,finita_5,5,6,9,5.0,10.0,0.5,0.9346344529958945,0.4446842476226716,0.19780623343828455,0.0941130682799305,0.48995020537322304,0.010471204188481676,955,945,10,945
MM1,finita_5,5,6,10,5.0,10.0,0.5,0.9650604166905226,0.4667122576055249,0.20210689354775338,0.09774078693309424,0.49834815908499747,0.016477857878475798,971,955,16,955
MM1,finita_5,5,6,1,7.5,10.0,0.75,1.9117164130202149,1.2095142785402693,0.2715694668687861,0.17180802368722892,0.7022021344799468,0.0531271015467384,1487,1408,79,1407
MM1,finita_5,5,6,2,7.5,10.0,0.75,1.7955161134547726,1.1231254399761141,0.25271162750946785,0.15807536101000894,0.6723906734786574,0.04116059379217274,1482,1421,61,1421
MM1,finita_5,5,6,3,7.5,10.0,0.75,1.9511871684194355,1.2343303442961895,0.2727026091431773,0.17251297614202507,0.7168568241232456,0.06896551724137931,1537,1431,106,1431
MM1,finita_5,5,6,4,7.5,10.0,0.75,1.7408323979648948,1.0615301496542306,0.2519484651937979,0.15352838042199832,0.6793022483106652,0.048242591316333565,1451,1381,70,1380
MM1,finita_5,5,6,5,7.5,10.0,0.75,1.647773337166671,0.96961556346219,0.2369057986876614,0.13941273378320487,0.6781577737044815,0.03266157053509382,1439,1392,47,1391
MM1,finita_5,5,6,6,7.5,10.0,0.75,2.121994533115231,1.3771013724405379,0.29040742924040486,0.18844826649287044,0.7448931606746936,0.07351077313054499,1578,1462,116,1461
MM1,finita_5,5,6,7,7.5,10.0,0.75,1.832286551731314,1.1288487566893677,0.26593418747914543,0.16383871650063392,0.7034377950419458,0.04899930986887509,1449,1378,71,1378
MM1,finita_5,5,6,8,7.5,10.0,0.75,1.8969176891316926,1.1866166624850525,0.25943928060362764,0.1622118801669022,0.7103010266466383,0.0499675535366645,1541,1464,77,1460
MM1,finita_5,5,6,9,7.5,10.0,0.75,1.9876872132388075,1.2703691835423592,0.2807467815309056,0.17943067564157647,0.7173180296964484,0.06038487060384871,1507,1416,91,1416
MM1,finita_5,5,6,10,7.5,10.0,0.75,1.9584618109800744,1.2433223394444513,0.2765363031772906,0.17554880715508442,0.7151394715356215,0.053440213760855046,1497,1417,80,1416
MM1,finita_5,5,6,1,10.0,10.0,1.0,2.9708502094657536,2.11420630743429,0.35282134688303657,0.251152684331393,0.8566439020314713,0.13979591836734695,1960,1686,274,1683
MM1,finita_5,5,6,2,10.0,10.0,1.0,2.889987269337288,2.046295762263058,0.342010327732223,0.24216517896604264,0.8436915070742217,0.13554987212276215,1955,1690,265,1690
MM1,finita_5,5,6,3,10.0,10.0,1.0,3.1368925296265244,2.282791913586968,0.3847917148189332,0.2798378361462575,0.8541006160395576,0.17123983739837398,1968,1631,337,1627
MM1,finita_5,5,6,4,10.0,10.0,1.0,3.226310051895598,2.336110585642098,0.3768600697611845,0.2728933307065267,0.8901994662534914,0.16844660194174757,2060,1713,347,1712
MM1,finita_5,5,6,5,10.0,10.0,1.0,3.0635819093111967,2.1899339343575575,0.35221978120541786,0.25143708804727366,0.8736479749536352,0.11993927125506072,1976,1739,237,1733
MM1,finita_5,5,6,6,10.0,10.0,1.0,3.027846908340536,2.166059224356371,0.36093007612631595,0.2581733627812873,0.8617876839841618,0.14865550481988837,1971,1678,293,1677
MM1,finita_5,5,6,7,10.0,10.0,1.0,2.821413385747785,1.9775819013758786,0.32800701003845756,0.22994880682332233,0.8438314843719121,0.11652977412731007,1948,1721,227,1720
MM1,finita_5,5,6,8,10.0,10.0,1.0,3.044138561547667,2.1710426006066488,0.3529111790712138,0.25170369794949504,0.8730959609410255,0.1433531746031746,2016,1727,289,1725
MM1,finita_5,5,6,9,10.0,10.0,1.0,3.104389316619736,2.2457141449918825,0.3691155926574984,0.26702903032008174,0.8586751716278411,0.15554440541896639,1993,1683,310,1682
MM1,finita_5,5,6,10,10.0,10.0,1.0,3.086819241272352,2.226427159341832,0.36155677978926337,0.2604289088533573,0.8603920819305251,0.16084604033448105,2033,1706,327,1701
MM1,finita_5,5,6,1,12.5,10.0,1.25,4.015860632352968,3.068628071749631,0.42647663984933837,0.32590575875989486,0.9472325606033433,0.2693798449612403,2580,1885,695,1883
MM1,finita_5,5,6,2,12.5,10.0,1.25,4.115877187427344,3.1614176280603137,0.4513474340888103,0.3466718809471739,0.9544595593670294,0.2879438158408115,2563,1825,738,1823
MM1,finita_5,5,6,3,12.5,10.0,1.25,3.7789548331224294,2.847117420387235,0.4064102351946124,0.3059662030297232,0.9318374127351983,0.24071807425540595,2451,1861,590,1855
MM1,finita_5,5,6,4,12.5,10.0,1.25,3.649391228943531,2.7240728945836734,0.3834966752578814,0.2861941236251372,0.9253183343598593,0.22708840227088403,2466,1906,560,1900
MM1,finita_5,5,6,5,12.5,10.0,1.25,4.023984617879798,3.0823458061225306,0.4235773281978726,0.32445745327605646,0.9416388117572535,0.2725880551301684,2612,1900,712,1900
MM1,finita_5,5,6,6,12.5,10.0,1.25,3.8920891680078045,2.96045075859299,0.41889177366966224,0.31852087951776276,0.9316384094148082,0.26442687747035576,2530,1861,669,1856
MM1,finita_5,5,6,7,12.5,10.0,1.25,3.930499354433175,2.9850796728948397,0.4231413361005963,0.3213300111511211,0.9454196815383418,0.2532102728731942,2492,1861,631,1857
MM1,finita_5,5,6,8,12.5,10.0,1.25,3.8213820877502873,2.890710310891354,0.3990279210716497,0.3015353044685942,0.9306717768589398,0.2517591868647381,2558,1914,644,1908
MM1,finita_5,5,6,9,12.5,10.0,1.25,3.726955177152101,2.800150778136057,0.4012521686240588,0.301363470510999,0.9268043990160425,0.23422680412371133,2425,1857,568,1855
MM1,finita_5,5,6,10,12.5,10.0,1.25,3.662802503629622,2.748079479075953,0.39183881464821385,0.2940065972744848,0.9147230245536556,0.2322527697989331,2437,1871,566,1869
MM1,finita_10,10,11,1,2.5,10.0,0.25,0.3488468754031121,0.09902129181804988,0.13443039514570795,0.038158493956859295,0.24982558358506224,0.0,519,519,0,519
MM1,finita_10,10,11,2,2.5,10.0,0.25,0.3451192099845559,0.08345853339892052,0.1304798525461459,0.031553320755735546,0.26166067658563547,0.0,529,529,0,529
MM1,finita_10,10,11,3,2.5,10.0,0.25,0.32438354251807267,0.06864336484193903,0.12103863526793757,0.025613195836544415,0.25574017767613366,0.0,536,536,0,536
MM1,finita_10,10,11,4,2.5,10.0,0.25,0.32531995449652035,0.08109551861244442,0.12732679236654418,0.031739929006827566,0.2442244358840759,0.0,511,511,0,511
MM1,finita_10,10,11,5,2.5,10.0,0.25,0.30970709092261184,0.06525379713312086,0.12589719143195602,0.02652593379395157,0.24445329378949096,0.0,492,492,0,492
MM1,finita_10,10,11,6,2.5,10.0,0.25,0.32547809474483835,0.07301242481987166,0.13420164291975153,0.030108216420565638,0.25246566992496666,0.0,486,486,0,485
MM1,finita_10,10,11,7,2.5,10.0,0.25,0.3237351824583158,0.0741914246256564,0.12596699706549253,0.028868258609204826,0.24954375783265934,0.0,514,514,0,514
MM1,finita_10,10,11,8,2.5,10.0,0.25,0.34509474498661313,0.09560984051147542,0.13971447165449924,0.03870843745403863,0.2494849044751377,0.0,494,494,0,494
MM1,finita_10,10,11,9,2.5,10.0,0.25,0.3611078041378439,0.09725166664349906,0.13809093848483514,0.03718992988279123,0.26385613749434483,0.0,523,523,0,523
MM1,finita_10,10,11,10,2.5,10.0,0.25,0.38628819619945987,0.12039734242953078,0.14638587054439145,0.04569159105485039,0.26589085376992905,0.0,528,528,0,527
MM1,finita_10,10,11,1,5.0,10.0,0.5,0.930398645060669,0.4383525257190245,0.19429769308946412,0.09157882230187764,0.49204611934164455,0.0,959,959,0,957
MM1,finita_10,10,11,2,5.0,10.0,0.5,0.9387819561448164,0.4547371343967636,0.1885104329608065,0.09131267758971157,0.48404482174805286,0.0,996,996,0,996
MM1,finita_10,10,11,3,5.0,10.0,0.5,0.9682830786665433,0.45333717751636043,0.18981983649021514,0.08810340112979226,0.5149459011501828,0.0,1017,1017,0,1011
MM1,finita_10,10,11,4,5.0,10.0,0.5,0.8647827616199908,0.40087350183510834,0.17543753749166902,0.08107119272156507,0.4639092597848827,0.0,984,984,0,981
MM1,finita_10,10,11,5,5.0,10.0,0.5,0.9589401854639483,0.46893422652688943,0.200849751339181,0.09814960117459509,0.4900059589370586,0.0,957,957,0,954
MM1,finita_10,10,11,6,5.0,10.0,0.5,1.0269285115714446,0.4973269521277327,0.20096448367347244,0.09732425677646434,0.5296015594437118,0.0,1022,1022,0,1022
MM1,finita_10,10,11,7,5.0,10.0,0.5,1.0284752929450647,0.517898304727155,0.20068253483853649,0.10092672295964107,0.5105769882179095,0.001951219512195122,1025,1023,2,1021
MM1,finita_10,10,11,8,5.0,10.0,0.5,1.0789968639237322,0.5654907560261029,0.21775920563546558,0.11412527871364335,0.5135061078976293,0.0,991,991,0,991
MM1,finita_10,10,11,9,5.0,10.0,0.5,0.9783730960955807,0.47374526426708585,0.19820687897106826,0.0959818397817645,0.5046278318284948,0.0,988,988,0,987
MM1,finita_10,10,11,10,5.0,10.0,0.5,0.9690562937712933,0.4933199754237536,0.19959964856257326,0.10161070554557232,0.47573631834753966,0.0,971,971,0,971
MM1,finita_10,10,11,1,7.5,10.0,0.75,3.0277642940143608,2.2762691216523483,0.41518926106952053,0.3120413320896545,0.7514951723620094,0.0260347129506008,1498,1459,39,1456
MM1,finita_10,10,11,2,7.5,10.0,0.75,2.554439463106786,1.8272936992811117,0.3484910590868735,0.24928972705062924,0.7271457638256777,0.008119079837618403,1478,1466,12,1466
MM1,finita_10,10,11,3,7.5,10.0,0.75,2.393730579348065,1.6711804464402626,0.3133155208570766,0.2187408961309246,0.7225501329077976,0.0032615786040443573,1533,1528,5,1528
MM1,finita_10,10,11,4,7.5,10.0,0.75,2.6144108854169676,1.89126931504219,0.3552188703012177,0.2569659395437759,0.723141570374775,0.007417397167902899,1483,1472,11,1472
MM1,finita_10,10,11,5,7.5,10.0,0.75,2.089963669851502,1.3693843285996732,0.2872240174685509,0.1876578415433138,0.7205793412518318,0.0,1454,1454,0,1445
MM1,finita_10,10,11,6,7.5,10.0,0.75,2.5196673642287983,1.7791278434819453,0.34135072904602554,0.24104438511751572,0.7405395207468456,0.0053872053872053875,1485,1477,8,1476
MM1,finita_10,10,11,7,7.5,10.0,0.75,2.738153332652087,2.0024783290711055,0.37344071966918485,0.2730856423172159,0.7356750035809874,0.01078167115902965,1484,1468,16,1466
MM1,finita_10,10,11,8,7.5,10.0,0.75,2.412611441311266,1.6753914717784442,0.323595576403782,0.22473393316947587,0.7372199695328228,0.01126573889993373,1509,1492,17,1491
MM1,finita_10,10,11,9,7.5,10.0,0.75,2.4542201795646874,1.7188767837769825,0.33260315840390614,0.23290680558309856,0.7353433957877046,0.006056527590847914,1486,1477,9,1475
MM1,finita_10,10,11,10,7.5,10.0,0.75,2.7867876353721646,2.044582064012202,0.378736055653456,0.277417022798947,0.7422055713599611,0.022591362126245847,1505,1471,34,1465
MM1,finita_10,10,11,1,10.0,10.0,1.0,5.376195054938649,4.45842958690963,0.5750472673756993,0.4764397922744826,0.9177654680290184,0.07703703703703704,2025,1869,156,1861
MM1,finita_10,10,11,2,10.0,10.0,1.0,5.327691701280401,4.413558338227715,0.5773680459692611,0.4777458303487836,0.9141333630526697,0.07429718875502007,1992,1844,148,1835
MM1,finita_10,10,11,3,10.0,10.0,1.0,6.242879987954733,5.294737834923137,0.6730749153211106,0.5708612220941368,0.9481421530315987,0.10077519379844961,2064,1856,208,1855
MM1,finita_10,10,11,4,10.0,10.0,1.0,5.185054735852845,4.2596263333372955,0.568348387376369,0.4668224906576562,0.9254284025155559,0.054865424430641824,1932,1826,106,1822
MM1,finita_10,10,11,5,10.0,10.0,1.0,5.845168758535947,4.941249154710342,0.64832333528249,0.5480841348688305,0.903919603825603,0.097,2000,1806,194,1803
MM1,finita_10,10,11,6,10.0,10.0,1.0,6.307348251420424,5.365407951607231,0.6901710985844015,0.5867868888153038,0.9419402998132023,0.11197285506543868,2063,1832,231,1822
MM1,finita_10,10,11,7,10.0,10.0,1.0,5.643461996157605,4.718388723416504,0.6015974389134312,0.5030177385365563,0.925073272741092,0.0797846304454234,2043,1880,163,1875
MM1,finita_10,10,11,8,10.0,10.0,1.0,4.892062991036664,3.9993885465317067,0.5209665118164951,0.4256640601728755,0.8926744445049813,0.0528169014084507,1988,1883,105,1873
MM1,finita_10,10,11,9,10.0,10.0,1.0,5.468999211902303,4.541477934780402,0.5858595834924792,0.4865000465752974,0.9275212771218899,0.06369107321965897,1994,1867,127,1867
MM1,finita_10,10,11,10,10.0,10.0,1.0,5.539102878703768,4.62170559514175,0.5887247563571266,0.49088065172401135,0.917397283562046,0.06874381800197824,2022,1883,139,1875
MM1,finita_10,10,11,1,12.5,10.0,1.25,7.517727682673809,6.5458017175120276,0.762370369378999,0.6636148462448733,0.9719259651617783,0.20274083031035872,2481,1978,503,1968
MM1,finita_10,10,11,2,12.5,10.0,1.25,8.268090065148408,7.278848498301368,0.8488664078109874,0.747315040893362,0.9892415668470249,0.24719969100038625,2589,1949,640,1948
MM1,finita_10,10,11,3,12.5,10.0,1.25,7.696269038716748,6.7209882838595005,0.7828932615068991,0.6836896315201711,0.9752807548572399,0.2138289368505196,2502,1967,535,1966
MM1,finita_10,10,11,4,12.5,10.0,1.25,7.961384623393968,6.97564855610184,0.8237887406236472,0.7213088486078351,0.9857360672921357,0.2096444626072742,2447,1934,513,1923
MM1,finita_10,10,11,5,12.5,10.0,1.25,8.534294976941663,7.544985019159854,0.9355954195057106,0.8268286943678498,0.9893099577818277,0.2740652346857597,2514,1825,689,1819
MM1,finita_10,10,11,6,12.5,10.0,1.25,7.949102287720839,6.965109611962838,0.7963460391392179,0.697636749905065,0.9839926757580066,0.2025518341307815,2508,2000,508,1991
MM1,finita_10,10,11,7,12.5,10.0,1.25,7.804297195724389,6.819926698752325,0.8032247425906212,0.7018188903334128,0.9843704969720537,0.2249203821656051,2512,1947,565,1941
MM1,finita_10,10,11,8,12.5,10.0,1.25,8.231730672236338,7.249230083866141,0.8436657813476345,0.7429128857714179,0.9825005883701503,0.23870716510903428,2568,1955,613,1949
MM1,finita_10,10,11,9,12.5,10.0,1.25,8.021669048395943,7.039042661696418,0.7889901700378563,0.692226284653548,0.9826263866995297,0.2066147859922179,2570,2039,531,2030
MM1,finita_10,10,11,10,12.5,10.0,1.25,7.714656121773641,6.742473784541123,0.806565898280442,0.7045071802517904,0.9721823372324957,0.2329591018444266,2494,1913,581,1905
MM1,finita_50,50,51,1,2.5,10.0,0.25,0.33306778289788425,0.0881523338549965,0.1332146381850281,0.03526093354199861,0.24491544904288776,0.0,501,501,0,500
MM1,finita_50,50,51,2,2.5,10.0,0.25,0.28439482204424665,0.0571298255486113,0.12418987862194178,0.024947522073629387,0.22726499649563536,0.0,458,458,0,458
MM1,finita_50,50,51,3,2.5,10.0,0.25,0.3226132233482367,0.0754709116265287,0.12701308005836093,0.029712957333279017,0.24714231172170809,0.0,508,508,0,508
MM1,finita_50,50,51,4,2.5,10.0,0.25,0.36787404605544455,0.1302931779165947,0.15911642205953305,0.05645835792250737,0.23758086813884982,0.0,463,463,0,461
MM1,finita_50,50,51,5,2.5,10.0,0.25,0.29908519669106054,0.06381483658604083,0.12410174136558529,0.026479185305411133,0.2352703601050197,0.0,482,482,0,482
MM1,finita_50,50,51,6,2.5,10.0,0.25,0.29862698374843527,0.06858867667103626,0.12494852876503566,0.02869819107574739,0.23003830707739897,0.0,478,478,0,478
MM1,finita_50,50,51,7,2.5,10.0,0.25,0.4151372251991161,0.12964057804572776,0.14747325939577838,0.046053491312869545,0.28549664715338835,0.0,563,563,0,563
MM1,finita_50,50,51,8,2.5,10.0,0.25,0.3762181043538235,0.10460797106100873,0.14929289855310457,0.04151109962738442,0.2716101332928148,0.0,504,504,0,504
MM1,finita_50,50,51,9,2.5,10.0,0.25,0.30730379754777615,0.06175578528043382,0.11980654875156965,0.02407632954402878,0.24554801226734235,0.0,513,513,0,513
MM1,finita_50,50,51,10,2.5,10.0,0.25,0.29124547765466113,0.07185958553067298,0.11960799903682182,0.029511123421220937,0.21938589212398812,0.0,487,487,0,487
MM1,finita_50,50,51,1,5.0,10.0,0.5,1.003195441742217,0.5036106964142912,0.20173723511071429,0.10136878185937287,0.4995847453279261,0.0,994,994,0,992
MM1,finita_50,50,51,2,5.0,10.0,0.5,0.9893034254224312,0.47691937143067287,0.20046675287181992,0.09664019684512117,0.512384053991759,0.0,987,987,0,987
MM1,finita_50,50,51,3,5.0,10.0,0.5,1.0693946642977903,0.5517980171398991,0.21387893285955797,0.11035960342797982,0.517596647157891,0.0,1000,1000,0,1000
MM1,finita_50,50,51,4,5.0,10.0,0.5,0.8835326812235624,0.4134674531928724,0.18250428352391582,0.08542775791145146,0.47006522803069006,0.0,970,970,0,967
MM1,finita_50,50,51,5,5.0,10.0,0.5,0.9774956855807392,0.47968269412436887,0.19725298473723887,0.09605734979529247,0.49781299145637026,0.0,987,987,0,980
MM1,finita_50,50,51,6,5.0,10.0,0.5,0.9284387863557504,0.4263766211841732,0.18473582240118117,0.08484816732702379,0.502062165171577,0.0,1006,1006,0,1005
MM1,finita_50,50,51,7,5.0,10.0,0.5,1.0817849891708144,0.5614679428678006,0.21505712274383607,0.1116623023276373,0.5203170463030145,0.0,1006,1006,0,1004
MM1,finita_50,50,51,8,5.0,10.0,0.5,0.9653497273732876,0.48519223507281617,0.19561291334818387,0.09831656232478544,0.4801574923004712,0.0,987,987,0,987
MM1,finita_50,50,51,9,5.0,10.0,0.5,0.9725750112391551,0.473800906684829,0.19429538113129033,0.09466551582114466,0.49877410455432597,0.0,1002,1002,0,1001
MM1,finita_50,50,51,10,5.0,10.0,0.5,1.2121654545821032,0.687872012006849,0.24459519127106286,0.1387436432353904,0.5242934425752541,0.0,992,992,0,989
MM1,finita_50,50,51,1,7.5,10.0,0.75,3.387336139231414,2.6272894932988633,0.44307863168494666,0.343661150202598,0.7600466459325559,0.0,1529,1529,0,1529
MM1,finita_50,50,51,2,7.5,10.0,0.75,3.839368424078485,3.032108018108288,0.5008960762007152,0.39557834548053417,0.8072604059701963,0.0,1533,1533,0,1533
MM1,finita_50,50,51,3,7.5,10.0,0.75,2.6934297713832462,1.9521917742473476,0.3735536381849422,0.2707616885225177,0.7412379971358934,0.0,1443,1443,0,1442
MM1,finita_50,50,51,4,7.5,10.0,0.75,2.826217707447331,2.092420153578702,0.38049530652827185,0.28167016629080754,0.7337975538686279,0.0,1487,1487,0,1485
MM1,finita_50,50,51,5,7.5,10.0,0.75,2.4939266979412738,1.7506680133261574,0.3260034899269647,0.2288454919380595,0.7432586846151209,0.0,1530,1530,0,1530
MM1,finita_50,50,51,6,7.5,10.0,0.75,4.230669125434664,3.472082904729584,0.5837330832071687,0.478940005712376,0.7585862207050765,0.0,1453,1453,0,1447
MM1,finita_50,50,51,7,7.5,10.0,0.75,2.1773974626302968,1.487953242382502,0.306815271596317,0.2097038909910543,0.6894442202477948,0.0,1421,1421,0,1419
MM1,finita_50,50,51,8,7.5,10.0,0.75,2.6300869239609552,1.9037287563674044,0.3567485677612852,0.2582869735564825,0.7263581675935569,0.0,1476,1476,0,1473
MM1,finita_50,50,51,9,7.5,10.0,0.75,3.090890282786043,2.3411145135877156,0.4071919172665378,0.308447234991794,0.7497757691983276,0.0,1519,1519,0,1518
MM1,finita_50,50,51,10,7.5,10.0,0.75,2.6105611468336503,1.8844822584927865,0.3479462823556322,0.2506727472694266,0.7260788883408691,0.0,1499,1499,0,1491
MM1,finita_50,50,51,1,10.0,10.0,1.0,20.638232930814162,19.69232259712201,2.123325062924687,2.024286190418205,0.9459103336921625,0.006128702757916241,1958,1946,12,1910
MM1,finita_50,50,51,2,10.0,10.0,1.0,18.92540862715929,17.941665379726327,1.898835962442501,1.8001355388040394,0.9837432474329497,0.0,1998,1998,0,1993
MM1,finita_50,50,51,3,10.0,10.0,1.0,11.285556564269687,10.348981973485616,1.1628292014305244,1.0663066248735547,0.9365745907840887,0.0,1945,1945,0,1939
MM1,finita_50,50,51,4,10.0,10.0,1.0,27.560006741090042,26.578767775360042,2.8363740355998366,2.7341065698981293,0.9812389657299998,0.02929493545183714,2014,1955,59,1917
MM1,finita_50,50,51,5,10.0,10.0,1.0,25.755202393282662,24.789854991618927,2.5791719637428128,2.4818821949522234,0.9653474016637287,0.0137524557956778,2036,2008,28,1984
MM1,finita_50,50,51,6,10.0,10.0,1.0,17.64984428152436,16.68706608606127,1.7600262713590236,1.6619497187104049,0.9627781954630913,0.0,1999,1999,0,1963
MM1,finita_50,50,51,7,10.0,10.0,1.0,22.335415806392852,21.365010089077032,2.3545197602802768,2.2522501237814603,0.9704057173158691,0.037487335359675786,1974,1900,74,1897
MM1,finita_50,50,51,8,10.0,10.0,1.0,23.33416430371209,22.383874170910175,2.3580783898920257,2.262053258328243,0.9502901328019092,0.013937282229965157,2009,1981,28,1979
MM1,finita_50,50,51,9,10.0,10.0,1.0,33.39087262131746,32.41982427108626,3.5470392935649975,3.442409309861786,0.9710483502311484,0.054094292803970226,2015,1906,109,1855
MM1,finita_50,50,51,10,10.0,10.0,1.0,26.052165791304457,25.07631352449147,2.790187900364997,2.6855136096323813,0.9758522668130564,0.034518289541473464,1941,1874,67,1864
MM1,finita_50,50,51,1,12.5,10.0,1.25,46.010606442690175,45.01147139079298,4.639540213184189,4.538209678404595,0.9991350518971948,0.22441096948628814,2589,2008,581,1972
MM1,finita_50,50,51,2,12.5,10.0,1.25,45.27486589440618,44.276379354869235,4.585621120974375,4.483437217149489,0.998486539536788,0.20602218700475436,2524,2004,520,1953
MM1,finita_50,50,51,3,12.5,10.0,1.25,45.693545645712256,44.69471265261586,4.47481975668341,4.375268460425959,0.9988329930964511,0.1717049576783555,2481,2055,426,2006
MM1,finita_50,50,51,4,12.5,10.0,1.25,45.376909846243095,44.378180129096926,4.585427824664933,4.483002567596963,0.9987297171462065,0.19959919839679358,2495,1997,498,1950
MM1,finita_50,50,51,5,12.5,10.0,1.25,45.61069337681137,44.61469655742692,4.601679145389201,4.4996080855967495,0.9959968193844468,0.17184265010351968,2415,2000,415,1950
MM1,finita_50,50,51,6,12.5,10.0,1.25,46.1846482630449,45.185706193081096,4.513843297964199,4.414959296856547,0.9989420699639463,0.1664651350261991,2481,2068,413,2018
MM1,finita_50,50,51,7,12.5,10.0,1.25,45.69517618530546,44.69708771866216,4.570894305689301,4.47004621648972,0.9980884666434758,0.1587893864013267,2412,2029,383,1979
MM1,finita_50,50,51,8,12.5,10.0,1.25,41.58989457309423,40.59020181420527,4.032669389534459,3.93393031911594,0.9996927588889687,0.16545893719806765,2484,2073,411,2022
MM1,finita_50,50,51,9,12.5,10.0,1.25,45.37163425216113,44.372566868291976,4.539107112600785,4.43730066818989,0.999067383868974,0.20411392405063292,2528,2012,516,1961
MM1,finita_50,50,51,10,12.5,10.0,1.25,45.93222144428414,44.932812097486824,4.564681543754157,4.464193599575537,0.99940934679729,0.19992144540455617,2546,2037,509,1988
