tipo_cola,tamano_cola,lambda_sobre_mu,lambda,Q,P_Q_n
infinita,infinita,1.25,12.5,54,0.0014098440200000892
infinita,infinita,1.25,12.5,55,0.0016406682242912306
infinita,infinita,1.25,12.5,56,0.002203901117557365
infinita,infinita,1.25,12.5,57,0.00180436410599273
infinita,infinita,1.25,12.5,58,0.002520951521670014
infinita,infinita,1.25,12.5,59,0.0022906752690444207
infinita,infinita,1.25,12.5,60,0.0019470070637729211
infinita,infinita,1.25,12.5,61,0.0019255144378657462
infinita,infinita,1.25,12.5,62,0.002278377604367904
infinita,infinita,1.25,12.5,63,0.002659230479101997
infinita,infinita,1.25,12.5,64,0.002199560631878224
infinita,infinita,1.25,12.5,65,0.0014727045261393767
infinita,infinita,1.25,12.5,66,0.0019086420455270085
infinita,infinita,1.25,12.5,67,0.002207434739530272
infinita,infinita,1.25,12.5,68,0.0028583479405351647
