tipo_cola,tamano_cola,lambda_sobre_mu,lambda,Q,P_Q_n
infinita,infinita,1.25,12.5,69,0.003119952931322864
infinita,infinita,1.25,12.5,70,0.0033766009158723346
infinita,infinita,1.25,12.5,71,0.002489206751330064
infinita,infinita,1.25,12.5,72,0.0034370968288037753
infinita,infinita,1.25,12.5,73,0.0035046702681560877
infinita,infinita,1.25,12.5,74,0.003761976784721642
infinita,infinita,1.25,12.5,75,0.004026755592986589
infinita,infinita,1.25,12.5,76,0.002947932496351859
infinita,infinita,1.25,12.5,77,0.00349694844268897
infinita,infinita,1.25,12.5,78,0.003106237757260306
infinita,infinita,1.25,12.5,79,0.003016887838335274
infinita,infinita,1.25,12.5,80,0.0026339311908586517
infinita,infinita,1.25,12.5,81,0.0017606769725143304
infinita,infinita,1.25,12.5,82,0.0017951993774887498
infinita,infinita,1.25,12.5,83,0.001899326719627364
infinita,infinita,1.25,12.5,84,0.0020916110938707854
infinita,infinita,1.25,12.5,85,0.0020795223018405923
infinita,infinita,1.25,12.5,86,0.0018139886090208605
infinita,infinita,1.25,12.5,87,0.0012932034033482705
infinita,infinita,1.25,12.5,88,0.0007099629044979795
infinita,infinita,1.25,12.5,89,0.001296529973971495
infinita,infinita,1.25,12.5,90,0.0015239646526745431
infinita,infinita,1.25,12.5,91,0.0015564639894907692
infinita,infinita,1.25,12.5,92,0.001893811505424484
infinita,infinita,1.25,12.5,93,0.0031624184570089716
infinita,infinita,1.25,12.5,94,0.002998047374208696
infinita,infinita,1.25,12.5,95,0.0025239334392320794
infinita,infinita,1.25,12.5,96,0.002046550580885988
infinita,infinita,1.25,12.5,97,0.002454938419471736
infinita,infinita,1.25,12.5,98,0.002375124900260637
infinita,infinita,1.25,12.5,99,0.0016832954516540683
infinita,infinita,1.25,12.5,100,0.001765693274438112
infinita,infinita,1.25,12.5,101,0.0025211443036495316
infinita,infinita,1.25,12.5,102,0.0029550997734083388
infinita,infinita,1.25,12.5,103,0.002876122316920222
infinita,infinita,1.25,12.5,104,0.0023348626181326324
infinita,infinita,1.25,12.5,105,0.0016270508896152956
infinita,infinita,1.25,12.5,106,0.0011649371304435067
infinita,infinita,1.25,12.5,107,0.0015307640345341247
infinita,infinita,1.25,12.5,108,0.0014216262077217507
infinita,infinita,1.25,12.5,109,0.0018516240025536277
infinita,infinita,1.25,12.5,110,0.0016646422320524188
infinita,infinita,1.25,12.5,111,0.0015506178471907362
infinita,infinita,1.25,12.5,112,0.0012746499859879173
infinita,infinita,1.25,12.5,113,0.0016734138622062778
infinita,infinita,1.25,12.5,114,0.001367881682307619
infinita,infinita,1.25,12.5,115,0.0014007831094797218
infinita,infinita,1.25,12.5,116,0.001830530041293649
infinita,infinita,1.25,12.5,117,0.0010307405387275815
infinita,infinita,1.25,12.5,118,0.0008589552966384488
infinita,infinita,1.25,12.5,119,0.0007693136726818679
infinita,infinita,1.25,12.5,120,0.001030570314374028
infinita,infinita,1.25,12.5,121,0.0006588743999580586
infinita,infinita,1.25,12.5,122,0.0016475425272534636
infinita,infinita,1.25,12.5,123,0.0016003905928042635
infinita,infinita,1.25,12.5,124,0.0016628811180638367
infinita,infinita,1.25,12.5,125,0.0019327409235280618
infinita,infinita,1.25,12.5,126,0.0019266076460481576
infinita,infinita,1.25,12.5,127,0.002194577106603834
infinita,infinita,1.25,12.5,128,0.0029827631474408987
infinita,infinita,1.25,12.5,129,0.003533452671036514
infinita,infinita,1.25,12.5,130,0.003312186119036191
infinita,infinita,1.25,12.5,131,0.0029045433419407052
infinita,infinita,1.25,12.5,132,0.002517287182866525
infinita,infinita,1.25,12.5,133,0.002698487654927746
infinita,infinita,1.25,12.5,134,0.001697541067205904
infinita,infinita,1.25,12.5,135,0.002152137039618861
infinita,infinita,1.25,12.5,136,0.0023007196012466303
infinita,infinita,1.25,12.5,137,0.0019274002448869075
infinita,infinita,1.25,12.5,138,0.0022348637670275943
infinita,infinita,1.25,12.5,139,0.0020014522515728788
infinita,infinita,1.25,12.5,140,0.0018335620526281887
infinita,infinita,1.25,12.5,141,0.0019988856924288852
infinita,infinita,1.25,12.5,142,0.0014270172032749748
infinita,infinita,1.25,12.5,143,0.0015507499951247041
infinita,infinita,1.25,12.5,144,0.0012797203677244581
infinita,infinita,1.25,12.5,145,0.001402452419400042
infinita,infinita,1.25,12.5,146,0.0012839248950224373
infinita,infinita,1.25,12.5,147,0.0016967082381632251
infinita,infinita,1.25,12.5,148,0.002138507138809004
infinita,infinita,1.25,12.5,149,0.002524259981783402
infinita,infinita,1.25,12.5,150,0.0022282995064696535
infinita,infinita,1.25,12.5,151,0.0015204028975834448
infinita,infinita,1.25,12.5,152,0.001617536208083475
infinita,infinita,1.25,12.5,153,0.001503357837534022
infinita,infinita,1.25,12.5,154,0.0024708593839254398
infinita,infinita,1.25,12.5,155,0.002035984130350183
infinita,infinita,1.25,12.5,156,0.001343645385892117
infinita,infinita,1.25,12.5,157,0.001616746945896633
infinita,infinita,1.25,12.5,158,0.001525060137213984
infinita,infinita,1.25,12.5,159,0.0014427235200020583
infinita,infinita,1.25,12.5,160,0.0020305983338491417
infinita,infinita,1.25,12.5,161,0.0019996644104219178
infinita,infinita,1.25,12.5,162,0.002293248609771368
infinita,infinita,1.25,12.5,163,0.002528811109766625
infinita,infinita,1.25,12.5,164,0.0023719301821292513
infinita,infinita,1.25,12.5,165,0.0018913369596970995
infinita,infinita,1.25,12.5,166,0.001305544979052101
infinita,infinita,1.25,12.5,167,0.0008138098755473706
infinita,infinita,1.25,12.5,168,0.0011266317017173363
infinita,infinita,1.25,12.5,169,0.0011298329690620256
infinita,infinita,1.25,12.5,170,0.001662197799386412
infinita,infinita,1.25,12.5,171,0.001509871444626583
infinita,infinita,1.25,12.5,172,0.001788639297933436
infinita,infinita,1.25,12.5,173,0.0013652939087806571
infinita,infinita,1.25,12.5,174,0.0018788310305201037
infinita,infinita,1.25,12.5,175,0.001607906999783104
infinita,infinita,1.25,12.5,176,0.0013873141727239152
infinita,infinita,1.25,12.5,177,0.0009459846838979935
infinita,infinita,1.25,12.5,178,0.0010021084649221167
infinita,infinita,1.25,12.5,179,0.001648463476057497
infinita,infinita,1.25,12.5,180,0.002041164723433905
infinita,infinita,1.25,12.5,181,0.0020423806648437477
infinita,infinita,1.25,12.5,182,0.0019754342575552105
infinita,infinita,1.25,12.5,183,0.0016775035960607525
infinita,infinita,1.25,12.5,184,0.0013871978813039761
infinita,infinita,1.25,12.5,185,0.0014591647121255135
infinita,infinita,1.25,12.5,186,0.0017130825541718762
infinita,infinita,1.25,12.5,187,0.0015838609667820761
infinita,infinita,1.25,12.5,188,0.002419409295178511
infinita,infinita,1.25,12.5,189,0.001930657312163895
infinita,infinita,1.25,12.5,190,0.0027927452032506855
infinita,infinita,1.25,12.5,191,0.0020988657833721476
infinita,infinita,1.25,12.5,192,0.0028040211259129605
infinita,infinita,1.25,12.5,193,0.0030586098775748313
infinita,infinita,1.25,12.5,194,0.002744066404803544
infinita,infinita,1.25,12.5,195,0.0033213464888901673
infinita,infinita,1.25,12.5,196,0.0022846867890498716
infinita,infinita,1.25,12.5,197,0.0023239423673660263
infinita,infinita,1.25,12.5,198,0.0018012266070982507
infinita,infinita,1.25,12.5,199,0.001496116710441754
infinita,infinita,1.25,12.5,200,0.0013121715678802986
infinita,infinita,1.25,12.5,201,0.0020774875537078897
infinita,infinita,1.25,12.5,202,0.0023057326410857544
infinita,infinita,1.25,12.5,203,0.0019514034306686912
infinita,infinita,1.25,12.5,204,0.0018553652878622983
infinita,infinita,1.25,12.5,205,0.0022292696737663143
infinita,infinita,1.25,12.5,206,0.001976060009144387
infinita,infinita,1.25,12.5,207,0.0018498884753045317
infinita,infinita,1.25,12.5,208,0.0020722926291060874
infinita,infinita,1.25,12.5,209,0.0020641340620616974
infinita,infinita,1.25,12.5,210,0.002877008844729808
infinita,infinita,1.25,12.5,211,0.002302850161269557
infinita,infinita,1.25,12.5,212,0.001783092408366819
infinita,infinita,1.25,12.5,213,0.0019433720701244185
infinita,infinita,1.25,12.5,214,0.00212194870966573
infinita,infinita,1.25,12.5,215,0.0027678205390599757
infinita,infinita,1.25,12.5,216,0.0022976438863032697
infinita,infinita,1.25,12.5,217,0.0020391246138830184
infinita,infinita,1.25,12.5,218,0.0019456984916650696
infinita,infinita,1.25,12.5,219,0.0028030228915357893
infinita,infinita,1.25,12.5,220,0.0028328487188049394
infinita,infinita,1.25,12.5,221,0.0029121235195248758
infinita,infinita,1.25,12.5,222,0.002462468323675125
infinita,infinita,1.25,12.5,223,0.0021050936695396843
infinita,infinita,1.25,12.5,224,0.0022872687779654155
infinita,infinita,1.25,12.5,225,0.002017527465311936
infinita,infinita,1.25,12.5,226,0.0018574561452742275
infinita,infinita,1.25,12.5,227,0.0024938765766418175
infinita,infinita,1.25,12.5,228,0.00209794066860686
infinita,infinita,1.25,12.5,229,0.0027517409804824096
infinita,infinita,1.25,12.5,230,0.002097902443251236
infinita,infinita,1.25,12.5,231,0.0018676903779428996
infinita,infinita,1.25,12.5,232,0.0019915107725663786
infinita,infinita,1.25,12.5,233,0.0017035341420324527
infinita,infinita,1.25,12.5,234,0.001211624603555414
infinita,infinita,1.25,12.5,235,0.0016757680805425108
infinita,infinita,1.25,12.5,236,0.0020769717922453383
infinita,infinita,1.25,12.5,237,0.0018620327445611408
infinita,infinita,1.25,12.5,238,0.0017842661359080269
infinita,infinita,1.25,12.5,239,0.002066510985158736
infinita,infinita,1.25,12.5,240,0.0015111550288446198
infinita,infinita,1.25,12.5,241,0.0015943093672066695
infinita,infinita,1.25,12.5,242,0.0019458167878634643
infinita,infinita,1.25,12.5,243,0.0015977409736697937
infinita,infinita,1.25,12.5,244,0.001748006952109982
infinita,infinita,1.25,12.5,245,0.0015575605308660767
infinita,infinita,1.25,12.5,246,0.0017625805096721195
infinita,infinita,1.25,12.5,247,0.0016906034665221839
infinita,infinita,1.25,12.5,248,0.0016896015165926315
infinita,infinita,1.25,12.5,249,0.0015934256002239737
infinita,infinita,1.25,12.5,250,0.0021877865422834687
infinita,infinita,1.25,12.5,251,0.0019733362831678178
infinita,infinita,1.25,12.5,252,0.002106276233643172
infinita,infinita,1.25,12.5,253,0.002803207281461809
infinita,infinita,1.25,12.5,254,0.0016811228998951436
infinita,infinita,1.25,12.5,255,0.001601685652353126
infinita,infinita,1.25,12.5,256,0.0014168164214265176
infinita,infinita,1.25,12.5,257,0.001313506664654554
infinita,infinita,1.25,12.5,258,0.0016516521991172084
infinita,infinita,1.25,12.5,259,0.002169115915311266
infinita,infinita,1.25,12.5,260,0.003126678694206937
infinita,infinita,1.25,12.5,261,0.002970010920342389
infinita,infinita,1.25,12.5,262,0.0032284199531592535
infinita,infinita,1.25,12.5,263,0.0031750053428786632
infinita,infinita,1.25,12.5,264,0.0037424793639313876
infinita,infinita,1.25,12.5,265,0.0034987079955897263
infinita,infinita,1.25,12.5,266,0.004194482572699812
infinita,infinita,1.25,12.5,267,0.0035318765872994575
infinita,infinita,1.25,12.5,268,0.0028037040475491467
infinita,infinita,1.25,12.5,269,0.0027498485786051105
infinita,infinita,1.25,12.5,270,0.002728893428482891
infinita,infinita,1.25,12.5,271,0.003735614314201428
infinita,infinita,1.25,12.5,272,0.003485801835468699
infinita,infinita,1.25,12.5,273,0.0036499870455969233
infinita,infinita,1.25,12.5,274,0.0031215268079714704
infinita,infinita,1.25,12.5,275,0.002827379983040437
infinita,infinita,1.25,12.5,276,0.002524635742957713
infinita,infinita,1.25,12.5,277,0.001965903840139454
infinita,infinita,1.25,12.5,278,0.002143814075968514
infinita,infinita,1.25,12.5,279,0.00219022542915134
infinita,infinita,1.25,12.5,280,0.002255569514053981
infinita,infinita,1.25,12.5,281,0.001755653366661889
infinita,infinita,1.25,12.5,282,0.0014709841895844066
infinita,infinita,1.25,12.5,283,0.0028267731851432313
infinita,infinita,1.25,12.5,284,0.0034907141614896843
infinita,infinita,1.25,12.5,285,0.0032408621992404325
infinita,infinita,1.25,12.5,286,0.0033665749179380812
infinita,infinita,1.25,12.5,287,0.003044790035699833
infinita,infinita,1.25,12.5,288,0.003380731435405025
infinita,infinita,1.25,12.5,289,0.002369907301334699
infinita,infinita,1.25,12.5,290,0.0020927894740656043
infinita,infinita,1.25,12.5,291,0.0021798174533296617
infinita,infinita,1.25,12.5,292,0.002156675767173461
infinita,infinita,1.25,12.5,293,0.0023050378715442506
infinita,infinita,1.25,12.5,294,0.0018124067824803803
infinita,infinita,1.25,12.5,295,0.0010707793217176798
infinita,infinita,1.25,12.5,296,0.0012054467030921073
infinita,infinita,1.25,12.5,297,0.0010026992076791075
infinita,infinita,1.25,12.5,298,0.001176725296905772
infinita,infinita,1.25,12.5,299,0.001200620382173227
infinita,infinita,1.25,12.5,300,0.001698655768769619
infinita,infinita,1.25,12.5,301,0.0021837105478315806
infinita,infinita,1.25,12.5,302,0.0024684910918223225
infinita,infinita,1.25,12.5,303,0.003252901728484723
infinita,infinita,1.25,12.5,304,0.0036024765073058734
infinita,infinita,1.25,12.5,305,0.003205828800765502
infinita,infinita,1.25,12.5,306,0.0030639370018637068
infinita,infinita,1.25,12.5,307,0.002491462111265378
infinita,infinita,1.25,12.5,308,0.002524796689222711
infinita,infinita,1.25,12.5,309,0.00242486322916038
infinita,infinita,1.25,12.5,310,0.002808360213381576
infinita,infinita,1.25,12.5,311,0.0026309903441554
infinita,infinita,1.25,12.5,312,0.002067061213046891
infinita,infinita,1.25,12.5,313,0.0020797645064718467
infinita,infinita,1.25,12.5,314,0.002036410091784383
infinita,infinita,1.25,12.5,315,0.0021022713797276254
infinita,infinita,1.25,12.5,316,0.001801777379182866
infinita,infinita,1.25,12.5,317,0.0018332099894398722
infinita,infinita,1.25,12.5,318,0.002078804467497527
infinita,infinita,1.25,12.5,319,0.002981256931814137
infinita,infinita,1.25,12.5,320,0.00254382056465073
infinita,infinita,1.25,12.5,321,0.0018928683339361073
infinita,infinita,1.25,12.5,322,0.0011555720456916773
infinita,infinita,1.25,12.5,323,0.0014628880397283555
infinita,infinita,1.25,12.5,324,0.0013515887476620706
infinita,infinita,1.25,12.5,325,0.001101468067224104
infinita,infinita,1.25,12.5,326,0.0013257806251710347
infinita,infinita,1.25,12.5,327,0.0014288885511423855
infinita,infinita,1.25,12.5,328,0.0015876423187532892
infinita,infinita,1.25,12.5,329,0.001381962637057363
infinita,infinita,1.25,12.5,330,0.00138688658142069
infinita,infinita,1.25,12.5,331,0.0016725386190328563
infinita,infinita,1.25,12.5,332,0.001684729363530181
infinita,infinita,1.25,12.5,333,0.0018917784720400873
infinita,infinita,1.25,12.5,334,0.0023522046870144064
infinita,infinita,1.25,12.5,335,0.002291385537438167
infinita,infinita,1.25,12.5,336,0.0025329091620569315
infinita,infinita,1.25,12.5,337,0.0024269676554408972
infinita,infinita,1.25,12.5,338,0.0023879580536134313
infinita,infinita,1.25,12.5,339,0.0023747449238960172
infinita,infinita,1.25,12.5,340,0.0024182966571677797
infinita,infinita,1.25,12.5,341,0.002694715445175767
infinita,infinita,1.25,12.5,342,0.0029240533858435783
infinita,infinita,1.25,12.5,343,0.0035539851655106173
infinita,infinita,1.25,12.5,344,0.003359008019861165
infinita,infinita,1.25,12.5,345,0.0027571724346261775
infinita,infinita,1.25,12.5,346,0.0017161805228650805
infinita,infinita,1.25,12.5,347,0.0018724895077732028
infinita,infinita,1.25,12.5,348,0.0015307111316313709
infinita,infinita,1.25,12.5,349,0.0018405573077339668
infinita,infinita,1.25,12.5,350,0.0020931659112932836
infinita,infinita,1.25,12.5,351,0.0019094274610359392
infinita,infinita,1.25,12.5,352,0.002069756787748432
infinita,infinita,1.25,12.5,353,0.002355804887750949
infinita,infinita,1.25,12.5,354,0.002384017856457774
infinita,infinita,1.25,12.5,355,0.0023947639476134272
infinita,infinita,1.25,12.5,356,0.0019975972969193023
infinita,infinita,1.25,12.5,357,0.0019438365630660003
infinita,infinita,1.25,12.5,358,0.0016345035366423064
infinita,infinita,1.25,12.5,359,0.0022945833955632577
infinita,infinita,1.25,12.5,360,0.00263870799180188
infinita,infinita,1.25,12.5,361,0.002361389913361037
infinita,infinita,1.25,12.5,362,0.002378124945053777
infinita,infinita,1.25,12.5,363,0.003407765419911371
infinita,infinita,1.25,12.5,364,0.003128118378250882
infinita,infinita,1.25,12.5,365,0.002643994283461147
infinita,infinita,1.25,12.5,366,0.002871066376464114
infinita,infinita,1.25,12.5,367,0.0024671444756618898
infinita,infinita,1.25,12.5,368,0.0020218398265997024
infinita,infinita,1.25,12.5,369,0.0023431643252418864
infinita,infinita,1.25,12.5,370,0.002601256241798481
infinita,infinita,1.25,12.5,371,0.0020436494229924235
infinita,infinita,1.25,12.5,372,0.0021463681465532574
infinita,infinita,1.25,12.5,373,0.0023015649025871026
infinita,infinita,1.25,12.5,374,0.0022116545345385956
infinita,infinita,1.25,12.5,375,0.002443708850625107
infinita,infinita,1.25,12.5,376,0.002014823879686837
infinita,infinita,1.25,12.5,377,0.001684856788276498
infinita,infinita,1.25,12.5,378,0.0013180984385850678
infinita,infinita,1.25,12.5,379,0.0013057652198961165
infinita,infinita,1.25,12.5,380,0.0017290622195580384
infinita,infinita,1.25,12.5,381,0.0020803942799993394
infinita,infinita,1.25,12.5,382,0.001232812928219225
infinita,infinita,1.25,12.5,383,0.0012136389069829505
infinita,infinita,1.25,12.5,384,0.0010057787084633318
infinita,infinita,1.25,12.5,385,0.0014466574077587565
infinita,infinita,1.25,12.5,386,0.0014368610348348696
infinita,infinita,1.25,12.5,387,0.002011878983109277
infinita,infinita,1.25,12.5,388,0.0018962266138850693
infinita,infinita,1.25,12.5,389,0.002066772688031158
infinita,infinita,1.25,12.5,390,0.0019258257491367985
infinita,infinita,1.25,12.5,391,0.0021569566482843357
infinita,infinita,1.25,12.5,392,0.0021573431942753275
infinita,infinita,1.25,12.5,393,0.001670318694812991
infinita,infinita,1.25,12.5,394,0.0016430196985697805
infinita,infinita,1.25,12.5,395,0.001911495941380167
infinita,infinita,1.25,12.5,396,0.001901935452060563
infinita,infinita,1.25,12.5,397,0.0017180783846632863
infinita,infinita,1.25,12.5,398,0.002125557647356686
infinita,infinita,1.25,12.5,399,0.001642751878560844
infinita,infinita,1.25,12.5,400,0.0014401600067142795
infinita,infinita,1.25,12.5,401,0.0013728678641189659
infinita,infinita,1.25,12.5,402,0.0011851745376372663
infinita,infinita,1.25,12.5,403,0.0011581531094789668
infinita,infinita,1.25,12.5,404,0.0010396864121822347
infinita,infinita,1.25,12.5,405,0.0009710127916397226
infinita,infinita,1.25,12.5,406,0.0011264461697007705
infinita,infinita,1.25,12.5,407,0.0017814236659427964
infinita,infinita,1.25,12.5,408,0.001866111882810962
infinita,infinita,1.25,12.5,409,0.0015428542139109638
infinita,infinita,1.25,12.5,410,0.0014703211202767505
infinita,infinita,1.25,12.5,411,0.0012653453456503883
infinita,infinita,1.25,12.5,412,0.0018293690741970682
infinita,infinita,1.25,12.5,413,0.0017066314116684744
infinita,infinita,1.25,12.5,414,0.0014999921031737921
infinita,infinita,1.25,12.5,415,0.001744340075804208
infinita,infinita,1.25,12.5,416,0.0018285896704171415
infinita,infinita,1.25,12.5,417,0.0017228681917229793
infinita,infinita,1.25,12.5,418,0.0014456090493532908
infinita,infinita,1.25,12.5,419,0.0017036076425253712
infinita,infinita,1.25,12.5,420,0.0017774576602528373
infinita,infinita,1.25,12.5,421,0.0016139797737924275
infinita,infinita,1.25,12.5,422,0.0014195526582608724
infinita,infinita,1.25,12.5,423,0.0012371388605750945
infinita,infinita,1.25,12.5,424,0.0008457848706205892
infinita,infinita,1.25,12.5,425,0.0008826599414241325
infinita,infinita,1.25,12.5,426,0.0010361763194709302
infinita,infinita,1.25,12.5,427,0.001121018112397773
infinita,infinita,1.25,12.5,428,0.0017415358513429642
infinita,infinita,1.25,12.5,429,0.0021862098109884675
infinita,infinita,1.25,12.5,430,0.0020947715127863534
infinita,infinita,1.25,12.5,431,0.001748037836480481
infinita,infinita,1.25,12.5,432,0.0014473805037924436
infinita,infinita,1.25,12.5,433,0.0009877687127176039
infinita,infinita,1.25,12.5,434,0.0018158614663582758
infinita,infinita,1.25,12.5,435,0.0015137775950279794
infinita,infinita,1.25,12.5,436,0.0017749550589133555
infinita,infinita,1.25,12.5,437,0.001468607182958171
infinita,infinita,1.25,12.5,438,0.001656967027928731
infinita,infinita,1.25,12.5,439,0.0021510005337874814
infinita,infinita,1.25,12.5,440,0.002365783933925201
infinita,infinita,1.25,12.5,441,0.0025797284502199246
infinita,infinita,1.25,12.5,442,0.0025383178372628203
infinita,infinita,1.25,12.5,443,0.002858489073728716
infinita,infinita,1.25,12.5,444,0.0033442714381321185
infinita,infinita,1.25,12.5,445,0.0026330578399953453
infinita,infinita,1.25,12.5,446,0.0020973452868226694
infinita,infinita,1.25,12.5,447,0.002233942355152596
infinita,infinita,1.25,12.5,448,0.0015326536217969177
infinita,infinita,1.25,12.5,449,0.0015175667569755902
infinita,infinita,1.25,12.5,450,0.0022550542164924536
infinita,infinita,1.25,12.5,451,0.0016638336627645067
infinita,infinita,1.25,12.5,452,0.000992548830585065
infinita,infinita,1.25,12.5,453,0.0005649809471265753
infinita,infinita,1.25,12.5,454,0.0007207900104643982
infinita,infinita,1.25,12.5,455,0.0014287268829567285
infinita,infinita,1.25,12.5,456,0.0013182739625775023
infinita,infinita,1.25,12.5,457,0.001108623133641089
infinita,infinita,1.25,12.5,458,0.0008218896881124919
infinita,infinita,1.25,12.5,459,0.0013345223916808493
infinita,infinita,1.25,12.5,460,0.002023367054805732
infinita,infinita,1.25,12.5,461,0.0018913880025919524
infinita,infinita,1.25,12.5,462,0.0026637499785928187
infinita,infinita,1.25,12.5,463,0.002721928567647552
infinita,infinita,1.25,12.5,464,0.0024991656575948013
infinita,infinita,1.25,12.5,465,0.002714354035393455
infinita,infinita,1.25,12.5,466,0.002865341831162283
infinita,infinita,1.25,12.5,467,0.0036445246182090613
infinita,infinita,1.25,12.5,468,0.002817984276196171
infinita,infinita,1.25,12.5,469,0.002171194338451784
infinita,infinita,1.25,12.5,470,0.0017393297783559944
infinita,infinita,1.25,12.5,471,0.0022966204089059374
infinita,infinita,1.25,12.5,472,0.0009593719376418334
infinita,infinita,1.25,12.5,473,0.00127480350408581
infinita,infinita,1.25,12.5,474,0.0021374656765717932
infinita,infinita,1.25,12.5,475,0.001744552603395533
infinita,infinita,1.25,12.5,476,0.0015001768019992311
infinita,infinita,1.25,12.5,477,0.0014836409228347522
infinita,infinita,1.25,12.5,478,0.0024641375858909386
infinita,infinita,1.25,12.5,479,0.0025941530614920225
infinita,infinita,1.25,12.5,480,0.0016062256018732908
infinita,infinita,1.25,12.5,481,0.0007690916164405622
infinita,infinita,1.25,12.5,482,0.0008533623004975937
infinita,infinita,1.25,12.5,483,0.0005260577222575193
infinita,infinita,1.25,12.5,484,0.0004987320444527939
infinita,infinita,1.25,12.5,485,0.0009570306190412624
infinita,infinita,1.25,12.5,486,0.0005521146355505095
infinita,infinita,1.25,12.5,487,0.0007311885617100132
infinita,infinita,1.25,12.5,488,0.00111703484761253
infinita,infinita,1.25,12.5,489,0.0016404053318940157
infinita,infinita,1.25,12.5,490,0.0014404680278806267
infinita,infinita,1.25,12.5,491,0.0017013112116954685
infinita,infinita,1.25,12.5,492,0.0009335687195369076
infinita,infinita,1.25,12.5,493,0.0015263199742862241
infinita,infinita,1.25,12.5,494,0.0017212640697271693
infinita,infinita,1.25,12.5,495,0.002990721319169012
infinita,infinita,1.25,12.5,496,0.002801451694146948
infinita,infinita,1.25,12.5,497,0.0036459554534575746
infinita,infinita,1.25,12.5,498,0.003455455249658428
infinita,infinita,1.25,12.5,499,0.0020699752923012227
infinita,infinita,1.25,12.5,500,0.0014169540901413312
infinita,infinita,1.25,12.5,501,0.0015174289173531007
infinita,infinita,1.25,12.5,502,0.0012378851396687906
infinita,infinita,1.25,12.5,503,0.001588871340463882
infinita,infinita,1.25,12.5,504,0.002763444509695923
infinita,infinita,1.25,12.5,505,0.0035273492823296236
infinita,infinita,1.25,12.5,506,0.003209509199532299
infinita,infinita,1.25,12.5,507,0.0030146929199601404
infinita,infinita,1.25,12.5,508,0.0014467289109931513
infinita,infinita,1.25,12.5,509,0.002066289726340429
infinita,infinita,1.25,12.5,510,0.0014790086670057078
infinita,infinita,1.25,12.5,511,0.002106568307455916
infinita,infinita,1.25,12.5,512,0.0026452201561917355
infinita,infinita,1.25,12.5,513,0.0023619325987858986
infinita,infinita,1.25,12.5,514,0.0022415058112712906
infinita,infinita,1.25,12.5,515,0.00226276275135272
infinita,infinita,1.25,12.5,516,0.0010684995138907046
infinita,infinita,1.25,12.5,517,0.0006096945940059584
infinita,infinita,1.25,12.5,518,0.0007043555066944882
infinita,infinita,1.25,12.5,519,0.0011481236410883849
infinita,infinita,1.25,12.5,520,0.0014404999394889255
infinita,infinita,1.25,12.5,521,0.0016791869836128607
infinita,infinita,1.25,12.5,522,0.0023429364193321097
infinita,infinita,1.25,12.5,523,0.0024736453634371476
infinita,infinita,1.25,12.5,524,0.00312216855869759
infinita,infinita,1.25,12.5,525,0.0018107875127778546
infinita,infinita,1.25,12.5,526,0.001882549645349864
infinita,infinita,1.25,12.5,527,0.0014414633056068736
infinita,infinita,1.25,12.5,528,0.0020829779615092053
infinita,infinita,1.25,12.5,529,0.001767808535892025
infinita,infinita,1.25,12.5,530,0.002054396865849763
infinita,infinita,1.25,12.5,531,0.001185023147047417
infinita,infinita,1.25,12.5,532,0.0019818737682984985
infinita,infinita,1.25,12.5,533,0.002735979224103981
infinita,infinita,1.25,12.5,534,0.003395006237074559
infinita,infinita,1.25,12.5,535,0.0025622915768010062
infinita,infinita,1.25,12.5,536,0.0013484867824680672
infinita,infinita,1.25,12.5,537,0.0010249336161936168
infinita,infinita,1.25,12.5,538,0.0013172213078374284
infinita,infinita,1.25,12.5,539,0.0015202067064376953
infinita,infinita,1.25,12.5,540,0.0008838476756037513
infinita,infinita,1.25,12.5,541,0.0008684373283353845
infinita,infinita,1.25,12.5,542,0.000911349408037907
infinita,infinita,1.25,12.5,543,0.0010284007135716422
infinita,infinita,1.25,12.5,544,0.0009063395545467756
infinita,infinita,1.25,12.5,545,0.0017045234187781943
infinita,infinita,1.25,12.5,546,0.001489826782329047
infinita,infinita,1.25,12.5,547,0.0012763049583216458
infinita,infinita,1.25,12.5,548,0.0015439812090115622
infinita,infinita,1.25,12.5,549,0.0013164831180441183
infinita,infinita,1.25,12.5,550,0.0003284638886372448
infinita,infinita,1.25,12.5,551,0.00037461617287931403
infinita,infinita,1.25,12.5,552,0.0005978955373559103
infinita,infinita,1.25,12.5,553,0.000240313692409444
infinita,infinita,1.25,12.5,554,0.000565469444337836
infinita,infinita,1.25,12.5,555,0.0005785130805114136
infinita,infinita,1.25,12.5,556,0.0009311275435628374
infinita,infinita,1.25,12.5,557,0.002772767818379549
infinita,infinita,1.25,12.5,558,0.0007897117572549916
infinita,infinita,1.25,12.5,559,0.0006934166048520751
infinita,infinita,1.25,12.5,560,0.0010635168918116734
infinita,infinita,1.25,12.5,561,0.0003603307204842565
infinita,infinita,1.25,12.5,562,0.0014541435885433174
infinita,infinita,1.25,12.5,563,0.0005797277979880277
infinita,infinita,1.25,12.5,564,0.00043850645657727227
infinita,infinita,1.25,12.5,565,0.0007067036566380836
infinita,infinita,1.25,12.5,566,0.001053947934469761
infinita,infinita,1.25,12.5,567,0.002014978164450412
infinita,infinita,1.25,12.5,568,0.0025213742470661773
infinita,infinita,1.25,12.5,569,0.0012220617150598655
infinita,infinita,1.25,12.5,570,0.0003061243354640908
infinita,infinita,1.25,12.5,571,0.000770029103914922
infinita,infinita,1.25,12.5,572,0.0006325984998077416
